insee;X;Y;Weight;obs;pred;random
1342.01;-118.588411;34.210442;1;-0.1567;-0.00872322297377124;8
7003;-118.375;34.0912;1;-0.0274;0.00509675875121847;10
2933.06;-118.307729;33.78484;1;0.062;0.0126992151052081;4
8003.27;-118.747952;34.149782;1;0.0363;-0.00915697421067965;4
6008.02;-118.327451;33.9667;1;0.006;-0.0247235519634734;9
7012.02;-118.491;34.0337;1;0.006;0.00707398486615395;4
1861;-118.229612;34.131337;1;-0.1875;-0.026209398416602;2
5720.02;-118.187;33.8214;1;-0.0534;0.00248249185613063;9
1101.06;-118.046768;33.816632;1;0.001;0.00926481474397717;9
626.33;-117.739273;33.56519;1;-0.002;0.0128465710080912;4
9203.34;-118.55002;34.389891;1;0;0.00551562032578536;7
1289.1;-118.460646;34.163291;1;0.0639;-0.00822503611081736;6
9102.01;-118.131982;34.607955;1;0.0315;-0.00477484040545318;6
5510;-118.107578;33.939282;1;-0.0243;-0.0039817256529604;9
525.27;-117.795442;33.703402;1;0.0402;0.00336810258617833;6
1239.02;-118.391346;34.175892;1;-0.0629;-0.00446579428196537;7
218.22;-117.81678;33.903417;1;0.0695;0.0193404972158438;1
1289.1;-118.462879;34.163667;1;0.098;0.0221165112002124;10
4071.01;-117.973893;34.048358;1;-0.0866;0.00746128457049062;7
4821.01;-118.131492;34.056226;1;-0.1684;0.0202071719475956;9
6037.03;-118.339035;33.898999;1;-0.0192;0.00262429706964724;2
421.09;-117.600682;33.443201;1;0.0208;0.00843197434531809;8
1417;-118.450242;34.137045;1;0.1672;-0.000876204887960551;6
1013;-118.27285;34.252442;1;0.0742;0.0291450828605416;7
9200.35;-118.467;34.4136;1;0.0208;0.00382515545403716;5
5026.01;-118.093951;33.965238;1;-0.1065;-0.0148880392886293;7
5736.01;-118.116517;33.822092;1;-0.0305;0.00547768703976987;7
1106.05;-117.969214;33.880192;1;0.0169;0.0120967738530667;10
3106.02;-118.31984;34.196294;1;0.001;0.00643810828476174;3
9107.16;-118.076682;34.542241;1;-0.046;-0.0126799548646177;1
867.01;-117.949465;33.848693;1;-0.0566;0.00303441141296394;6
4303.02;-117.996185;34.158056;1;0.1053;0.00886937768920716;3
1316;-118.553412;34.212808;1;-0.0151;0.0114312182842946;3
9106.01;-118.06917;34.586339;1;-0.0161;-0.00359380766873187;8
9203.3;-118.556337;34.400235;1;0.0779;0.00458752245771876;4
5760.01;-118.185;33.7684;1;0.0218;-0.0136715262049862;10
5519;-118.099075;33.91217;1;-0.0608;0.00118950597893199;10
9200.28;-118.483782;34.445032;1;0.1939;0.00847767108489695;3
758.13;-117.822317;33.825222;1;0.0834;0.0726830103572668;7
3009.01;-118.222817;34.159842;1;-0.1508;0.00446145164408112;4
9201.16;-118.646498;34.473661;1;0.002;0.00196203010814056;10
9008.04;-118.139553;34.706873;1;0.0247;0.0087315627547632;7
7012.02;-118.488519;34.032449;1;0.077;0.0324302662802134;3
4300.03;-117.948616;34.144921;1;-0.007;-0.00102188422224146;10
8005.06;-118.571;34.0433;1;-0.006;0.00530355847106827;3
15.03;-117.898323;33.923221;1;-0.1098;0.00881752840883843;2
219.22;-117.739561;33.852221;1;0.0119;0.00562566053873652;5
4016.02;-117.769399;34.104475;1;0.0198;0.000128052955047519;2
525.15;-117.810672;33.687346;1;-0.0346;0.00513393740877928;5
320.45;-117.596609;33.592189;1;0.0276;0.00508977783153867;8
1945;-118.374206;34.079057;1;-0.1672;-0.00421585589176385;4
5425.02;-118.225907;33.892412;1;0.0573;-0.00724064778215449;10
74.06;-118.778354;34.181997;1;0.0139;0.0134739082975976;2
6514.02;-118.346355;33.7968;1;0.0315;0.0110350686386181;8
6208;-118.380294;33.879131;1;0.0227;0.0212569468198612;10
1235.2;-118.425192;34.187412;1;-0.1555;-0.0256689131674508;1
5410.02;-118.268239;33.875027;1;-0.0587;0.00539753932503489;3
53.06;-118.988467;34.238353;1;-0.0629;-0.000606617252945076;5
5702.04;-118.151202;33.873362;1;0.004;-0.0047557882700105;5
632.01;-117.902;33.6544;1;-0.1098;0.00716818313790449;1
626.31;-117.81234;33.643988;1;-0.0726;0.0132106036305573;9
5748;-118.12637;33.779736;1;-0.0202;0.00692399400192421;7
320.59;-117.632039;33.550395;1;-0.003;0.0147594593770302;4
17.05;-117.934;33.9135;1;0.044;0.00119673701082936;6
524.26;-117.743545;33.704352;1;-0.001;0.00310912278000606;4
63.02;-118.872332;34.219277;1;0.0889;0.0131259593720734;8
320.46;-117.582867;33.567302;1;0.0178;0.0131549017838467;7
9102.06;-118.172353;34.56621;1;0.0218;0.00204161450355638;5
69;-118.877857;34.19571;1;-0.001;0.00321153316236526;1
1317.01;-118.562;34.203;1;-0.1098;-0.000407532043962738;9
9200.3;-118.47678;34.411152;1;0.005;0.0226147374482086;7
422.03;-117.638766;33.488783;1;0.045;0.0156230692630881;6
1897.02;-118.337;34.1063;1;-0.009;0.00453140544164011;10
423.25;-117.721;33.5167;1;-0.0377;0.000181997827351236;8
888.01;-117.977649;33.770294;1;0.007;0.0102089430249167;7
524.2;-117.770304;33.73288;1;-0.0377;0.00740529100163359;9
9201.16;-118.647794;34.47358;1;0.0178;0.0047665699109593;10
3021.02;-118.236642;34.129658;1;-0.0182;0.012046036026224;7
423.25;-117.72;33.515;1;0.1561;0.00235818656822037;10
6702.01;-118.341774;33.777787;1;0.005;0.0201714784307581;1
5432.02;-118.225312;33.887264;1;0.0169;-0.0168962235227963;4
4332;-118.044948;34.063662;1;0.0198;0.00946870618841701;7
4823.03;-118.098327;34.070073;1;-0.1497;-0.0248507415461535;5
4081.34;-117.895768;34.025356;1;0.009;0.0129170468212077;4
2397.02;-118.275491;33.961005;1;0.0178;0.00264699495370989;5
83.02;-118.667137;34.272016;1;0.0686;-0.00188373787864232;8
5029.01;-118.036754;33.945606;1;-0.0336;0.0118678183429984;7
45.03;-119.167121;34.154223;1;-0.0222;0.00797019475323774;10
744.03;-117.854178;33.732119;1;-0.091;0.00419204128955501;4
2170.02;-118.381;34.0532;1;0.0159;0.000664284276035669;3
626.04;-117.789254;33.640482;1;0.1124;0.0232874599908388;8
5034.01;-117.988;33.9317;1;0.0478;0.004070431980092;1
114.02;-117.90738;33.878267;1;-0.002;0.00517939359706938;4
2766.01;-118.442991;33.960895;1;-0.0253;0.0183119915610769;1
636.04;-117.943686;33.640792;1;0.0431;0.00687401810423792;9
4081.34;-117.896979;34.02641;1;0.0208;0.00329567758810926;4
5524;-118.048544;33.89969;1;-0.0192;0.00664796884849616;2
1096.01;-118.452678;34.252712;1;0.0149;0.00908045927120963;8
2626.04;-118.545761;34.044747;1;-0.121;0.00468443470266349;5
992.02;-117.934533;33.734386;1;-0.001;0.000215412933162646;6
3023.01;-118.264;34.1456;1;-0.0555;0.0106616612145326;8
85;-118.734386;34.283061;1;0.003;0.00728760958240057;10
5715.03;-118.171355;33.846101;1;-0.0346;-0.015097050095171;5
4004.04;-117.833248;34.140549;1;-0.006;0.0102441262464133;2
992.44;-117.975786;33.664224;1;0.0526;0.00202670876951123;7
2060.31;-118.238;34.048;1;-0.1555;7.94552508186941e-05;2
9201.07;-118.55694;34.465416;1;-0.0222;0.00761119407702986;5
117.18;-117.845449;33.891667;1;0.0305;0.00289755689551598;1
2690;-118.404129;34.034657;1;0.0516;0.0332065489255975;4
1032;-118.351505;34.273565;1;0.0583;0.00376291838145845;8
524.18;-117.74692;33.701523;1;0.0602;0.0142249493635573;3
320.44;-117.578849;33.597653;1;-0.007;0.00418907651932913;5
1233.01;-118.399454;34.196019;1;-0.0587;-0.0084374057969015;7
6203.01;-118.409805;33.897548;1;0.0788;0.000423701924995348;7
1397.02;-118.486778;34.132521;1;0.0159;-0.00034046006173351;8
13.02;-119.148264;34.286336;1;-0.0182;0.00559047756899884;7
4009;-117.878337;34.137812;1;0.0188;0.000922350208026888;2
2123.05;-118.297029;34.056593;1;-0.1199;0.000496398810160984;3
5720.01;-118.16858;33.824495;1;-0.003;-0.00318278475915583;3
9010.04;-118.184785;34.698428;1;-0.0398;0.00849463956087645;8
79.03;-118.743923;34.283551;1;-0.0111;0.0150355037456873;6
9102.09;-118.193435;34.609103;1;0.005;0.0120903042977383;6
423.32;-117.695401;33.495941;1;0.007;0.020294433559734;1
4015;-117.762069;34.092447;1;0.0129;0.0110522808825951;7
4049.02;-117.975633;34.087103;1;0.008;0.0060787745871534;6
1393.01;-118.564254;34.184599;1;0.0129;-0.00454179961735259;10
9200.2;-118.505612;34.451661;1;-0.0121;-0.00475658753834479;5
9201.09;-118.551837;34.456139;1;0.003;0.0020343417721975;6
8004.08;-118.838271;34.028893;1;-0.112;0.014920382270702;4
218.23;-117.777432;33.893538;1;-0.0243;-0.0099759850180664;9
320.59;-117.643107;33.547796;1;-0.005;0.0081701206244471;4
2656.01;-118.432;34.0567;1;-0.0736;0.0161524872605488;7
626.21;-117.743532;33.62097;1;0.1187;0.0116254420922545;9
6500.03;-118.334649;33.879541;1;-0.0856;0.00667469315478587;3
6040.01;-118.357561;33.882423;1;0.0109;-0.014017566787228;8
2407;-118.262916;33.95084;1;-0.0101;-0.0117886419776537;6
1891.02;-118.286;34.1125;1;0.0208;0.00348654389827901;10
1341.04;-118.575;34.21;1;0.0237;0.00316910936724467;10
5435.01;-118.279651;33.825916;1;-0.0274;0.0055553088257691;8
1436.02;-118.395;34.1452;1;0.007;0.00428839689444497;9
626.33;-117.742879;33.580663;1;-0.004;0.0179075046382155;6
320.48;-117.640669;33.653576;1;-0.0315;0.00979789691263332;8
1283.02;-118.458604;34.185081;1;0.0159;-0.000646887781063916;6
320.55;-117.584515;33.645048;1;-0.0161;0.00482652613218545;2
5713;-118.142072;33.841518;1;0.1222;0.00811144981268747;2
4801.02;-118.088393;34.110647;1;0.1923;0.0251185411628699;6
864.04;-117.903792;33.84925;1;-0.004;0.000543021964759069;2
631.02;-117.888599;33.654905;1;0.0497;0.0131327765509317;4
755.04;-117.827707;33.756642;1;0.004;0.012676153096834;2
6025.07;-118.331524;33.904069;1;0.0431;0.011543953755248;8
218.21;-117.834497;33.871701;1;-0.009;0.00724873387819591;7
9107.07;-118.093754;34.551294;1;-0.0629;-0.0075001327597306;6
4306;-118.033954;34.150111;1;0.001;0.00590920540051464;8
320.47;-117.646;33.6602;1;-0.0629;0.00132071900493563;7
6702.01;-118.342;33.7852;1;-0.0233;-0.000690901794440022;9
992.15;-117.955203;33.674183;1;0.0159;0.00908364777629093;4
9107.05;-118.013302;34.561294;1;-0.0233;0.0126666955683624;4
524.26;-117.664081;33.685006;1;0.0315;0.00880273817072224;6
9201.15;-118.55;34.4303;1;0.008;-0.00283379927894302;2
5036.02;-117.997727;33.916028;1;-0.0429;-0.00207492971363602;1
2324;-118.309726;34.003038;1;0.0751;0.0248747178349221;7
5718;-118.199197;33.831661;1;0.0208;0.0108234312314145;1
5425.02;-118.226811;33.89382;1;0.0159;-0.000327240559124745;4
762.08;-117.842993;33.816978;1;0.045;0.0179573615575621;8
9012.09;-118.572985;34.783173;1;0.004;0.0217505470109731;4
423.17;-117.706936;33.521223;1;0.0315;0.0152192051554921;10
2695;-118.388347;34.040479;1;-0.1009;0.0026744741024878;7
9107.05;-118.01557;34.575846;1;0.0431;0.000992985571208973;9
1152.02;-118.538289;34.234367;1;-0.008;0.0047903458364178;10
6211.02;-118.388305;33.856886;1;0.0545;0.0247903118316626;10
5422;-118.193868;33.886699;1;-0.0866;-0.0257495056739864;5
9201.09;-118.545729;34.463337;1;-0.0263;0.00135929557749575;2
320.56;-117.626905;33.580399;1;0.0421;0.011730047649564;8
4034.08;-117.880316;34.021721;1;0.0526;0.0269175167747362;5
7012.01;-118.494419;34.03808;1;0.0908;0.000896026449673863;2
2963;-118.308;33.7549;1;0.0159;-0.00039146307069718;5
1392;-118.53;34.173;1;-0.0325;0.0149518977509763;6
1132.13;-118.601;34.2527;1;0.0497;0.0014796284968336;6
4033.21;-117.768201;34.021875;1;0.005;0.0122660412044255;1
4623.02;-118.131;34.15;1;-0.0263;0.00728818761318839;5
4024.02;-117.797027;34.042743;1;-0.005;-0.00180091314382434;9
4039.01;-117.868652;34.122784;1;-0.0513;-0.00395259710997257;9
4081.34;-117.894401;34.022882;1;-0.0758;0.00239446505779483;7
2702;-118.38274;34.033442;1;-0.0212;0.00616143340632903;3
758.07;-117.818823;33.781166;1;-0.009;0.0155803227109843;8
2656.01;-118.435;34.056;1;0.062;0.0130111794216747;1
1344.23;-118.625691;34.213115;1;-0.0233;0.000940265830710716;2
1173.03;-118.492117;34.229837;1;-0.008;-0.000445689732616866;10
59.06;-118.859159;34.171932;1;0.0843;0.0179335176711739;6
6203.01;-118.397502;33.898914;1;0.001;-0.000325691179764727;4
4043.01;-117.903245;34.122692;1;0.005;0.00802107183780652;8
117.21;-117.864266;33.869125;1;-0.0151;0.00902048004613531;4
4060;-117.903495;34.091829;1;0.0169;-0.000731054199366719;9
1220;-118.414267;34.217082;1;0.0237;0.00600527001406857;7
1066.46;-118.488803;34.276113;1;-0.0274;-0.00256773302673093;7
4333.04;-118.015;34.0718;1;-0.0356;0.00979042146645103;6
4324.02;-118.019845;34.080491;1;-0.0101;0.00354680623741935;7
6203.01;-118.406948;33.901574;1;0.0834;0.0353347096177589;4
423.33;-117.682924;33.570961;1;-0.007;0.00265943442978709;2
6514.02;-118.339449;33.790749;1;0.062;0.0100751544256899;8
5504;-118.09916;33.932761;1;0;0.0121105659285919;3
4613;-118.112591;34.173037;1;0.0583;-0.00142900449695035;7
6705;-118.346769;33.745989;1;-0.0274;0.0205674187329891;2
5738;-118.097425;33.821657;1;0.0276;0.0101819270384609;7
4029.03;-117.732329;34.038947;1;-0.0325;0.00455151673843833;1
1101.09;-118.021814;33.823427;1;0.0119;0.00365929963851824;6
9201.15;-118.556209;34.427261;1;-0.0305;0.0174228450576461;1
992.51;-117.950428;33.706063;1;-0.0202;0.00985307543629899;7
75.1;-118.821334;34.224851;1;-0.0284;0.0106789179410514;6
638.05;-117.930554;33.693619;1;-0.0141;0.00404481164362614;10
9006.09;-118.099188;34.69397;1;-0.1972;-0.0148335671778566;5
1352.03;-118.653588;34.187844;1;0.0139;0.00371648582183345;3
2145.01;-118.35259;34.074656;1;-0.0182;0.0178978894343781;9
524.2;-117.759406;33.730346;1;0.0266;0.0172037548024397;10
423.33;-117.680857;33.575093;1;0.0402;0.0190072276021845;3
525.11;-117.80065;33.681559;1;-0.0888;0.00946534352495797;8
15.02;-119.224904;34.265028;1;0.0325;0.00483734667373994;2
5770;-118.149781;33.780619;1;-0.0715;0.00794663903823588;7
4033.19;-117.816;34.0092;1;0.138;0.0075644855982987;4
2626.01;-118.56305;34.074859;1;0.006;0.0233493214535812;2
1066.45;-118.497629;34.297848;1;0.0315;0.0218703385834764;1
4310.01;-117.992148;34.151181;1;0.004;0.00662295008414272;4
4310.02;-117.979459;34.143863;1;-0.1393;0.0101445555465601;7
2621;-118.461451;34.09447;1;0.0169;0.0172669539788058;1
1851;-118.209609;34.104769;1;0.001;0.0013920236085631;8
11.03;-117.960353;33.928864;1;-0.0131;0.00165843089142864;1
1043.1;-118.427361;34.280889;1;0.0276;0.0060701375661143;4
1095;-118.45046;34.280494;1;0.004;0.00499448647191626;9
9200.35;-118.461182;34.420147;1;0.0198;0.0121718490870633;6
4308.02;-118.024337;34.127706;1;0.0139;0.0149757423031523;1
83.05;-118.681063;34.288254;1;0.0853;0.022976530987101;6
1390.01;-118.50639;34.174476;1;0.0208;-0.00406228069072873;7
2753.02;-118.434;33.9806;1;-0.0976;0.00639294298102111;1
320.14;-117.692;33.6231;1;0.009;0.00260315760561696;8
4608;-118.174798;34.179558;1;0.1798;0.0309021765379558;10
1102.03;-118.020214;33.813727;1;-0.0182;0.0044422694132811;6
4066.01;-117.917799;34.060776;1;0.005;-0.0050759390016855;2
1435;-118.421;34.15;1;-0.0866;0.00200502890491038;3
9200.39;-118.437777;34.421097;1;0.0392;-0.000520288324766415;8
53.06;-118.996486;34.230515;1;-0.0877;0.00926339741906633;1
626.43;-117.84124;33.595451;1;0.1302;0.0901645667007507;10
1396;-118.517;34.1698;1;-0.0325;0.00681221874558461;4
3007.01;-118.237873;34.203453;1;0.0516;0.0309599027129828;2
2723.02;-118.426;34.0013;1;-0.0419;0.00339170471574757;5
1286.02;-118.43546;34.170754;1;-0.0801;-0.01239456483883;3
2200;-118.34347;34.024185;1;0.0119;0.0138799040374223;9
9005.01;-118.123405;34.68712;1;-0.0965;0.000330946272073497;8
755.04;-117.826769;33.75739;1;-0.0315;-0.000938746295382139;5
320.58;-117.646763;33.547506;1;0.003;0.00850070127001195;10
5520.02;-118.089076;33.912557;1;-0.0408;0.00525785922301932;6
7002;-118.368;34.0939;1;-0.0566;-0.0137566065597811;5
6203.03;-118.398028;33.893816;1;0.0354;0.0126831100357783;5
626.38;-117.731158;33.579116;1;0.1467;0.00887287030026459;8
524.24;-117.679139;33.639497;1;0.005;0.000171932558167415;8
1881;-118.267284;34.13172;1;-0.045;-0.0122322767939577;9
525.25;-117.774464;33.718628;1;-0.0222;0.0134469851776128;8
2655.2;-118.444;34.0511;1;0.0402;0.0100173145451638;7
2693;-118.414265;34.038763;1;0.063;0.0185692968854513;1
7006;-118.407155;34.075809;1;-0.1972;-0.00515267613559296;6
2739.02;-118.464451;33.984601;1;-0.0481;0.0237608824798945;10
994.08;-118.036017;33.722864;1;-0.0367;0.00104826959385474;4
1211.02;-118.370077;34.244813;1;-0.1031;-0.0210451208881252;9
9104.02;-118.127149;34.585866;1;0.1706;0.00472147446737254;5
5531;-118.111959;33.892766;1;-0.0202;-0.0082798981010762;4
762.02;-117.838333;33.843473;1;-0.0182;0.000675642845554898;6
2690;-118.407233;34.035073;1;0.044;0.000999219377083625;4
6018.01;-118.34568;33.942951;1;0.0266;-0.0143820648867269;9
1910;-118.326;34.1006;1;0.0129;-0.00570230248086356;5
626.43;-117.833399;33.572771;1;0.1328;0.0299511187258937;9
2623.01;-118.489431;34.129157;1;-0.007;0.0208516155257115;3
9005.08;-118.065324;34.688366;1;-0.005;0.00912111065689529;3
524.26;-117.710129;33.697414;1;0.0208;0.00749822003947857;1
1320.01;-118.515317;34.187044;1;-0.0131;-0.00607235817490234;5
525.23;-117.828498;33.675246;1;0.0573;0.00825891314347222;5
740.04;-117.868835;33.707115;1;-0.0325;0.00677886160898177;1
993.05;-117.99489;33.681147;1;-0.007;0.0217465487430525;1
996.04;-118.015509;33.730845;1;0.0334;0.00735965453975377;6
1101.14;-118.042214;33.810886;1;-0.0182;0.00956748777676022;9
9102.09;-118.187729;34.604853;1;-0.0222;-0.00632702608393143;3
9103.01;-118.226097;34.643408;1;0.0296;0.0111342173844776;1
1093;-118.483007;34.269275;1;0.0169;-0.0258444570727365;2
5532;-118.129544;33.905524;1;-0.0131;0.00897729249488932;10
5542.03;-118.115075;33.878911;1;-0.0243;0.00423979670422663;4
7010;-118.409;34.0656;1;-0.1497;0.00635455071483525;8
992.02;-117.914854;33.73169;1;-0.002;0.015524151809779;9
6205.22;-118.372;33.875;1;0.0119;0.00540952654055992;5
1895;-118.318163;34.112283;1;-0.0429;0.0110191712778611;3
4824.02;-118.08594;34.05833;1;0.063;4.45272451909708e-05;1
5505;-118.111226;33.947123;1;-0.003;0.000313073110616885;3
524.18;-117.74512;33.699142;1;0.0344;0.0122600762704475;5
6506.02;-118.356672;33.844675;1;0.005;0.0126789770828263;10
80.01;-118.744038;34.271417;1;0.004;-0.0054452524799406;7
218.27;-117.731775;33.88377;1;-0.0629;0.00134839435960757;2
1151.01;-118.505522;34.236708;1;0.01;0.00982229826776713;8
5751.03;-118.152;33.7878;1;0.009;0.00172304656822988;10
423.35;-117.689986;33.555678;1;0.0227;0.00550470772884781;3
1070.1;-118.44484;34.301518;1;0.0373;-0.0145036754363323;5
1371.03;-118.6;34.174;1;-0.0545;-0.000581720654802497;7
75.12;-118.690502;34.267065;1;-0.1347;-0.0109400656777336;1
6507.01;-118.348;33.8372;1;0.0188;0.0131913606151176;4
3008;-118.224849;34.198744;1;0.007;0.0222368155147749;2
4606;-118.218561;34.220098;1;-0.0263;-0.00549167457519791;7
2410.02;-118.268225;33.926616;1;-0.0683;-0.00918648983481702;6
9201.15;-118.548934;34.431019;1;0.0535;0.00370993789461532;8
6505.02;-118.36812;33.854782;1;0.006;-0.00148544477439377;8
4033.12;-117.84526;34.005428;1;-0.0202;0.0063494956786667;6
1899.05;-118.349;34.0995;1;-0.0408;0.00360100489246426;2
2402;-118.278924;33.957176;1;-0.0151;-0.0129070608508716;4
3115;-118.339909;34.164149;1;0.0188;0.0266942730767463;7
3010;-118.234303;34.152547;1;0.0488;0.0205360675823841;5
2060.31;-118.234;34.0466;1;0.0129;0.00283253173737438;5
1100.04;-118.032061;33.777754;1;0.005;0.00545386944527809;4
6022;-118.372594;33.926094;1;0.0257;0.00128210007931092;7
4308.03;-118.020256;34.114607;1;0.1328;0.00879915270256999;2
4807.02;-118.17038;34.106543;1;-0.0998;0.0158099208250573;4
1941.02;-118.369844;34.121266;1;0.0908;0.00792656056637639;4
1285;-118.448;34.1669;1;-0.008;0.00572230516441778;10
9201.12;-118.533633;34.441485;1;0.0431;0.00339334215351591;6
1395.02;-118.52448;34.163086;1;0.0198;0.0325340527283376;9
422.01;-117.663266;33.462021;1;0.0363;0.00488673835712159;8
5323.02;-118.16551;34.005556;1;-0.0555;0.00971236194411707;5
7004;-118.380645;34.08026;1;0.0677;0.000958625282207086;1
9104.04;-118.121174;34.568024;1;-0.0834;-0.00119060458656891;9
17.07;-117.967092;33.907063;1;-0.0151;0.010087954117749;1
1398.02;-118.552248;34.135035;1;0.01;0.0386828867331365;9
5421.05;-118.195791;33.890789;1;-0.0305;-0.00514971023589063;8
1395.02;-118.52448;34.162811;1;-0.0151;-0.00226928920706429;7
6205.22;-118.377;33.8763;1;0.0488;0.00396881379060133;3
992.17;-117.949911;33.664153;1;-0.0212;0.0176178105461857;2
58.02;-118.957273;34.179622;1;-0.0212;0.00103988945685955;4
5768.02;-118.16;33.7701;1;0.0169;0.00830658011808306;1
524.26;-117.730833;33.69645;1;-0.004;0.0031247540530887;7
4037.21;-117.876301;34.096683;1;-0.0346;-0.00453091563453109;3
1288.02;-118.455103;34.170447;1;-0.0471;-0.00526708009059564;3
1288.01;-118.465;34.1654;1;-0.0101;-0.00289369652361046;1
744.07;-117.842659;33.737102;1;0.008;0.00319398147051538;10
6210.04;-118.403324;33.871458;1;0.0421;0.0175288751525241;9
1203;-118.435006;34.212287;1;-0.0704;-0.0109267399772835;3
2410.01;-118.265258;33.9304;1;-0.005;-0.0118639580589062;9
2077.1;-118.259;34.0456;1;-0.0243;0.00789878700703438;1
6202.01;-118.418722;33.903538;1;0.0516;0.00271203702265006;3
5440.02;-118.217831;33.830609;1;-0.0121;-0.000549540182181596;6
2932.02;-118.303;33.8198;1;0.1655;0.00717090191960394;8
5740;-118.099571;33.812087;1;0.006;0.00560087616823068;8
7008.02;-118.385;34.0699;1;-0.1065;-0.0018967521449278;5
1271.02;-118.448;34.2054;1;0.0363;0.00897315722197178;3
421.08;-117.623576;33.4243;1;0.0266;0.0115996347852225;8
1014;-118.28281;34.242289;1;0.0421;0.00173256497098153;1
52.03;-119.032728;34.241443;1;0.005;0.00261087790888848;7
1944.01;-118.364665;34.086425;1;-0.1358;-0.00682490939411183;2
4805;-118.142738;34.113432;1;-0.1347;-0.00992903070902979;6
4046;-117.92915;34.103683;1;-0.0987;-0.000207928662052053;10
4310.01;-118.000814;34.146661;1;0.004;0.0139679678153419;10
2199.01;-118.360651;34.033233;1;0.1133;0.00926150028117257;5
2060.31;-118.234;34.0466;1;-0.0171;-0.011617347174788;10
423.12;-117.664557;33.509741;1;0.0109;0.00316888994334638;3
524.11;-117.70475;33.627561;1;0.0649;0.0103912829210165;10
992.15;-117.956298;33.673944;1;0.003;0.0035394764878764;9
9.03;-119.235905;34.457043;1;-0.1393;-0.00592473764132962;1
1396;-118.508343;34.169318;1;0.0516;0.0297641657482549;1
4805;-118.153;34.1155;1;-0.0576;0.0112940939449621;2
9107.07;-118.094694;34.554209;1;-0.1087;-0.0433484719406481;10
1903.01;-118.317;34.104;1;0.0564;0.00857369181623942;5
13.01;-117.965768;33.927229;1;-0.0513;-0.0110748972432035;2
423.38;-117.7112;33.484371;1;-0.0545;0.00354437095643543;2
2975;-118.293392;33.721275;1;0.0723;-0.000270602128155869;8
5745;-118.094804;33.795272;1;0.01;0.000703861966993703;1
2976.02;-118.287689;33.717883;1;0.0363;-0.000118285860162927;7
9203.31;-118.542477;34.400353;1;-0.002;0.012390152573548;3
2405;-118.272246;33.949888;1;0.008;-0.0167412495247055;1
4086.28;-117.935329;33.984085;1;-0.004;0.00418965524750559;8
320.51;-117.581297;33.651973;1;0.0344;0.00341319626110118;6
5700.01;-118.10781;33.864961;1;0.0843;-0.00766701710081164;1
1351.02;-118.617901;34.191915;1;-0.0629;-0.00656782932181095;1
992.43;-117.984;33.6698;1;-0.007;0.00266247431946351;9
4077.01;-117.933394;34.014642;1;0.0497;0.00555441139820128;8
4047.03;-117.991932;34.065152;1;0.0602;-0.00323117062690002;5
626.2;-117.759134;33.532028;1;0.0926;0.00912841651909093;3
5016;-118.028412;33.979689;1;-0.1098;0.00927817790535622;9
76.14;-118.851913;34.297189;1;0.008;-0.00136476678057309;9
1152.02;-118.527226;34.230195;1;-0.0192;0.0092585627651684;4
320.37;-117.634018;33.625594;1;-0.0377;0.00900029894766633;2
4809.03;-118.13473;34.075169;1;0.0779;-0.00309221117489989;7
5422;-118.195208;33.887928;1;0.0169;-0.018417175043545;8
758.16;-117.814831;33.800036;1;-0.0111;0.00704656220297185;9
423.07;-117.693198;33.601412;1;0.0276;0.00377803552357126;2
2623.03;-118.486251;34.070346;1;-0.0336;0.00765969111249394;5
5535.03;-118.151;33.9119;1;-0.0856;0.00113685184137424;4
3021.04;-118.230623;34.142039;1;-0.0481;-0.00444909720231953;3
1439.02;-118.421;34.1477;1;-0.1427;0.000758649241351299;8
2641.03;-118.467;34.0549;1;-0.1177;0.0090179536747579;5
2717.01;-118.414;34.0246;1;-0.0429;0.00330825835240081;3
36.05;-119.219533;34.189667;1;0.1756;0.0100655454737888;3
626.33;-117.737334;33.565452;1;0.0237;0.0149021180013542;8
4817.13;-118.134;34.0683;1;0.0733;0.00244219352050793;7
524.18;-117.755086;33.692652;1;0;0.0223706685436982;7
626.38;-117.73521;33.582191;1;0.1781;0.00687100721495425;9
320.56;-117.608859;33.61965;1;0.0178;0.00840975141334399;5
5526.01;-118.072459;33.89226;1;0.0276;0.00135098943472261;8
5720.02;-118.186;33.8202;1;0.1424;0.00697646608868326;3
9108.04;-118.235112;34.520249;1;0;0.00305784057292076;2
1065.1;-118.483724;34.322315;1;0.0344;0.0141900786153463;5
5766.02;-118.17;33.7666;1;-0.0325;0.000863485425737817;3
320.59;-117.645394;33.554534;1;0.0478;0.00716757957656101;9
75.12;-118.734555;34.259323;1;-0.0111;0.00358497542604703;10
4631.02;-118.081587;34.143924;1;-0.1972;-1.18624056923549e-05;5
219.18;-117.793;33.7903;1;-0.006;0.00260353899552549;4
2764;-118.408132;33.969471;1;0.0825;-0.00566007947494016;2
638.02;-117.925051;33.676207;1;0.0139;0.00959095029243685;2
884.03;-117.912;33.7882;1;0.008;0.00605598562507168;2
994.08;-118.036674;33.718263;1;-0.004;0.0102517880311281;6
5031.05;-118.031125;33.918495;1;0.0286;0.0142760029977881;7
218.12;-117.796178;33.866934;1;-0.0801;0.00440636819184959;3
9201.16;-118.623469;34.474353;1;-0.0336;0.0128917169317511;9
30.1;-119.185;34.2195;1;0.1613;0.0244416774088228;1
1911.2;-118.299824;34.094425;1;0.0971;0.00383659549974322;2
